id,gridcode,gridname,countycode,countyname,citycode,cityname
461,B2WG0033,红桥2,B2,南开红桥分公司,0022,天津市
462,B2WG0033,红桥2,B2,南开红桥分公司,0022,天津市
463,B2WG0033,红桥2,B2,南开红桥分公司,0022,天津市
464,B2WG0033,红桥2,B2,南开红桥分公司,0022,天津市
465,BBWG0056,静海东区网格,BB,静海分公司,0022,天津市
466,BBWG0056,静海东区网格,BB,静海分公司,0022,天津市
467,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
468,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
469,B2WG0035,红桥1,B2,南开红桥分公司,0022,天津市
470,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
471,B8WG0048,武清东北片区,B8,武清分公司,0022,天津市
472,B2WG0035,红桥1,B2,南开红桥分公司,0022,天津市
473,B7WG0030,北仓镇,B7,北辰分公司,0022,天津市
474,B7WG0030,北仓镇,B7,北辰分公司,0022,天津市
475,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
476,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
477,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
478,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
479,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
480,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
481,B2WG0033,红桥2,B2,南开红桥分公司,0022,天津市
482,,,,,,
483,,,,,,
484,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
485,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
486,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
487,B2WG0035,红桥1,B2,南开红桥分公司,0022,天津市
488,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
489,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
490,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
491,,,,,,
492,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
493,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
494,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
495,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
496,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
497,B2WG0035,红桥1,B2,南开红桥分公司,0022,天津市
498,,,,,,
499,B2WG0031,南开3,B2,南开红桥分公司,0022,天津市
500,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
501,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
502,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
503,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
504,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
505,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
506,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
507,B2WG0029,南开2,B2,南开红桥分公司,0022,天津市
508,B2WG0031,南开3,B2,南开红桥分公司,0022,天津市
509,B2WG0028,南开1,B2,南开红桥分公司,0022,天津市
510,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
511,,,,,,
512,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
513,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
514,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
515,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
516,B8WG0048,武清东北片区,B8,武清分公司,0022,天津市
517,B8WG0048,武清东北片区,B8,武清分公司,0022,天津市
518,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
519,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
520,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
521,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
522,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
523,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
524,,,,,,
525,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
526,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
527,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
528,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
529,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
530,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
531,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
532,,,,,,
533,,,,,,
534,,,,,,
535,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
536,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
537,,,,,,
538,,,,,,
539,,,,,,
540,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
541,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
542,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
543,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
544,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
545,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
546,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
547,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
548,B2WG0031,南开3,B2,南开红桥分公司,0022,天津市
549,,,,,,
550,,,,,,
551,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
552,B1WG0021,和平河西新兴南营门南市,B1,和平河西分公司,0022,天津市
553,,,,,,
554,,,,,,
555,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
556,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
557,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
558,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
559,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
560,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
561,B5WG0018,西青精武李七庄,B5,西青分公司,0022,天津市
562,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
563,,,,,,
564,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
565,B7WG0030,北仓镇,B7,北辰分公司,0022,天津市
566,,,,,,
567,B7WG0030,北仓镇,B7,北辰分公司,0022,天津市
568,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
569,,,,,,
570,BAWG0074,大港小王庄太平村网格,BA,大港分公司,0022,天津市
571,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
572,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
573,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
574,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
575,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
576,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
577,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
578,,,,,,
579,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
580,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
581,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
582,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
583,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
584,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
585,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
586,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
587,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
588,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
589,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
590,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
591,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
592,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
593,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
594,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
595,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
596,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
597,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
598,,,,,,
599,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
600,,,,,,
601,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
602,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
603,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
604,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
605,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
606,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
607,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
608,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
609,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
610,,,,,,
611,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
612,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
613,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
614,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
615,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
616,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
617,B3WG0039,河北河东1,B3,河北河东分公司,0022,天津市
618,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
619,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
620,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
621,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
622,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
623,,,,,,
624,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
625,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
626,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
627,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
628,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
629,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
630,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
631,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
632,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
633,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
634,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
635,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
636,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
637,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
638,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
639,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
640,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
641,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
642,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
643,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
644,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
645,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
646,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
647,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
648,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
649,,,,,,
650,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
651,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
652,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
653,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
654,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
655,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
656,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
657,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
658,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
659,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
660,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
661,,,,,,
662,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
663,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
664,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
665,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
666,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
667,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
668,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
669,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
670,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
671,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
672,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
673,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
674,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
675,B1WG0022,和平河西劝业场小白楼五大道大营门,B1,和平河西分公司,0022,天津市
676,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
677,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
678,,,,,,
679,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
680,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
681,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
682,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
683,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
684,,,,,,
685,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
686,,,,,,
687,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
688,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
689,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
690,B1WG0024,和平河西马场道天塔友谊路,B1,和平河西分公司,0022,天津市
691,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
692,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
693,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
694,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
695,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
696,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
697,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
698,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
699,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
700,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
701,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
702,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
703,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
704,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
705,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
706,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
707,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
708,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
709,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
710,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
711,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
712,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
713,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
714,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
715,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
716,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
717,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
718,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
719,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
720,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
721,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
722,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
723,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
724,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
725,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
726,,,,,,
727,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
728,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
729,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
730,,,,,,
731,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
732,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
733,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
734,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
735,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
736,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
737,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
738,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
739,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
740,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
741,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
742,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
743,,,,,,
744,B1WG0025,和平河西越秀路尖山梅江,B1,和平河西分公司,0022,天津市
745,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
746,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
747,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
748,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
749,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
750,,,,,,
751,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
752,BAWG0073,大港中塘网格,BA,大港分公司,0022,天津市
753,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
754,,,,,,
755,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
756,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
757,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
758,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
759,BAWG0073,大港中塘网格,BA,大港分公司,0022,天津市
760,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
761,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
762,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
763,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
764,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
765,B1WG0023,和平河西下瓦房桃园挂甲寺,B1,和平河西分公司,0022,天津市
766,,,,,,
767,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
768,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
769,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
770,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
771,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
772,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
773,,,,,,
774,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
775,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
776,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
777,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
778,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
779,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
780,,,,,,
781,,,,,,
782,,,,,,
783,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
784,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
785,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
786,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
787,,,,,,
788,,,,,,
789,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
790,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
791,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
792,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
793,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
794,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
795,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
796,,,,,,
797,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
798,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
799,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
800,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
801,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
802,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
803,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
804,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
805,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
806,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
807,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
808,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
809,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
810,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
811,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
812,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
813,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
814,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
815,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
816,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
817,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
818,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
819,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
820,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
821,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
822,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
823,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
824,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
825,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
826,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
827,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
828,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
829,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
830,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
831,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
832,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
833,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
834,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
835,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
836,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
837,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
838,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
839,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
840,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
841,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
842,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
843,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
844,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
845,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
846,,,,,,
847,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
848,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
849,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
850,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
851,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
852,,,,,,
853,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
854,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
855,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
856,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
857,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
858,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
859,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
860,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
861,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
862,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
863,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
864,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
865,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
866,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
867,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
868,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
869,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
870,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
871,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
872,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
873,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
874,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
875,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
876,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
877,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
878,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
879,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
880,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
881,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
882,,,,,,
